Address,Latitude,Longitude,Category,Incident
"Dhaula Kuan, Dhaula Kuan Enclave I, Dhaula Kuan, New Delhi, Delhi 110010, India",28.5918719,77.1617158,Indecent exposure," I'm a 58 year old woman and not used to seeing such happenings, even though I have had my share of being groped, touched inappropriately, felt...  
						  More Information »
« Less Information
"
"Dwarka, Dwarka, Gujarat 361335, India",22.2504892,68.9801474,Touching /Groping," a boy with whom I was in relationship with called me at a place and beat me very badly. He had been harassing me for long time. That he slapped...  
						  More Information »
« Less Information
"
"45, Nagarabhavi Main Rd, Huchappa Layout, Govindaraja Nagar Ward, Shivananda Nagar, Vijayanagar, Bengaluru, Karnataka 560072, India",12.9718886,77.54578883887129,Stalking," I was stalked in this street and cat-called.  
						  More Information »
« Less Information
"
"Jhaveri Building, Jagannath Bhatankar Marg, Krishna Nagar, Parel, Mumbai, Maharashtra 400012, India",18.99097855,72.8312436746362,Touching /Groping," groped in the middle of the road  
						  More Information »
« Less Information
"
"Camp, Pune, Maharashtra, India",18.5216239,73.87175273262162,Stalking," I go to the race course for early morning runs. On multiple occasions I have noticed a man following us while we run. Once he followed us on...  
						  More Information »
« Less Information
"
"26, Electronic City Flyover, BTM Phase 1, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100, India",12.840178349999999,77.65945688292477,Touching /Groping," Bus eve teasing  
						  More Information »
« Less Information
"
"Unit 2, Kher Nagar Rd No 4, Kherwadi, Bandra East, Mumbai, Maharashtra 400051, India",19.0630217,72.8443515,Stalking," stalking near bandra station  
						  More Information »
« Less Information
"
"Unit 2, Kher Nagar Rd No 4, Kherwadi, Bandra East, Mumbai, Maharashtra 400051, India",19.0630217,72.8443515,Stalking," Two guys stalked me on my way to college  
						  More Information »
« Less Information
"
"Jhaveri Building, Jagannath Bhatankar Marg, Krishna Nagar, Parel, Mumbai, Maharashtra 400012, India",18.99097855,72.8312436746362,Touching /Groping," Groped in the middle of the road  
						  More Information »
« Less Information
"
"Bahirat Patil Complex, Shivajinagar, 1090B, Hare Krishna Mandir Rd, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",18.53162885,73.84332952943544,Commenting," At around 9 am in the morning, I was walking through the lane. It is like a little village road even though in the city. A group of boys standing...  
						  More Information »
« Less Information
"
"Bahirat Patil Complex, Shivajinagar, 1090B, Hare Krishna Mandir Rd, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",18.53162885,73.84332952943544,Commenting," I usually walk through this lane around 9 am in the morning as I go to work. It is like a village road. As I was walking through I noticed a...  
						  More Information »
« Less Information
"
"24, Ramakanta Mistri Ln, Cossipore, Newland, College Square, Kolkata, West Bengal 700073, India",22.5745254,88.3644645,Commenting," I reported it to my parents and they had to get my dentist changed  
						  More Information »
« Less Information
"
"Unnamed Road, Mayapuri Industrial Area Phase II, Mayapuri, New Delhi, Delhi 110064, India",28.6252818,77.1209701,Ogling/Facial Expressions/Staring," Groped on a bus  
						  More Information »
« Less Information
"
"Chanakya Puri, Danapur Nizamat, Patna, Bihar 801503, India",25.6093239,85.1235252,Touching /Groping," My school auto driver always use to stare at me or try to talk to me whenever I alone in auto. He also tries to touch me. I complained it to...  
						  More Information »
« Less Information
"
"Near Nissan Showroom, Bailey Rd, Patna, Bihar 801503, India",25.6064013,85.0712076,Catcalls/Whistles," I was in market with my mom. There I saw a man was sitting beside a shop and he was continuously staring a girl. After sometime he started whistling...  
						  More Information »
« Less Information
"
"Chanakya Puri, Danapur Nizamat, Patna, Bihar 801503, India",25.6093239,85.1235252,Chain Snatching / Robbery," A group of boys came on their bike and snatched one lady's purse and ran away  
						  More Information »
« Less Information
"
"Chanakya Puri, Danapur Nizamat, Patna, Bihar 801503, India",25.6093239,85.1235252,Chain Snatching / Robbery," My mother and aunt was going to market, while returning from there. Two man came on bike and snatched my mother's chain  
						  More Information »
« Less Information
"
"Chanakya Puri, Danapur Nizamat, Patna, Bihar 801503, India",25.6093239,85.1235252,Stalking," A boy was following me while I was coming back from school.  
						  More Information »
« Less Information
"
"Chanakya Puri, Danapur Nizamat, Patna, Bihar 801503, India",25.6093239,85.1235252,Stalking," My sister and I was going to eat golgappa and a boy was commenting and intentionally bumping into my cousin.  
						  More Information »
« Less Information
"
"15-61, Ranganathan St, Postal Colony, T Nagar, Chennai, Tamil Nadu 600017, India",13.0294483,80.2309064,Touching /Groping," this happened long ago but cannot forget it. The fellow was behind me when he kept touching my butt and around. month day time are approximate  
						  More Information »
« Less Information
"
"danapur gola road, Bihar 801503, India",25.60777625,85.1203199096272,Ogling/Facial Expressions/Staring," One day I was playing in garden of my house. My friend called me she used to live on the next side of the road. A boy started making faces at...  
						  More Information »
« Less Information
"
"Gola Rd, Bank Colony, Chanakya Puri, Danapur Nizamat, Danapur, Bihar 801503, India",25.6358901,85.0474045,Touching /Groping," A Man was touching my hand when I was travelling in public auto. When I asked why are doing this he clearly refused and pretended to be innocent.  
						  More Information »
« Less Information
"
"Chanakya Puri, Danapur Nizamat, Patna, Bihar 801503, India",25.6093239,85.1235252,Touching /Groping," One day I saw a man was, snatching one lady's dupatta. And no one was helping her  
						  More Information »
« Less Information
"
"Chanakya Puri, Danapur Nizamat, Patna, Bihar 801503, India",25.6093239,85.1235252,Catcalls/Whistles," A girl senior from me who lived in my apartment was harassed by group of boys. Everdag they form a group with their bike and harass her by whistling,...  
						  More Information »
« Less Information
"
"75, Pollachi - Udumalpet Rd, Puliampatti, Pollachi, Tamil Nadu 642001, India",10.6588234,77.00873,Touching /Groping," A middle aged guy groped in bus  
						  More Information »
« Less Information
"
"75, Pollachi - Udumalpet Rd, Puliampatti, Pollachi, Tamil Nadu 642001, India",10.6588234,77.00873,Touching /Groping," A middle aged guy groped me in bus  
						  More Information »
« Less Information
"
"Dongar Tamasi, Maharashtra, India",20.4234838,80.1349318,Commenting," If you love somebody in your class should you tell him or not?  
						  More Information »
« Less Information
"
"Dongar Tamasi, Maharashtra, India",20.4234838,80.1349318,Commenting," I saw a friend of mine being touched by a boy .Please help her .Sheila  
						  More Information »
« Less Information
"
"Chanakya Puri, Danapur Nizamat, Patna, Bihar 801503, India",25.6093239,85.1235252,Commenting," While coming back from dance a boy was commenting on my uncle's daughter who was elder than me. We complained about it to the local people and...  
						  More Information »
« Less Information
"
"Budh Marg, Adalatganj, Fraser Road Area, Patna, Bihar 800001, India",25.6093239,85.1235252,Ogling/Facial Expressions/Staring," Me and my friend were having fast food and a group of boys were continuously staring at us.  
						  More Information »
« Less Information
"
"Shop No 1 Jaleshwar Path, LIC Colony, Kankarbagh, Patna, Bihar 800020, India",25.597822,85.1533189,Taking pictures," I was waiting for bus at a bus stop and two boys were taking a picture of mine from opposite side.  
						  More Information »
« Less Information
"
"Unnamed Road, Pugal Phanta, Bikaner, Rajasthan 334004, India",28.0159286,73.3171367,Stalking," I used to go to buy milk every evening around 7:00 and then I noticed a boy was stalking me . I ignored it the first day . second day he was...  
						  More Information »
« Less Information
"
"Unnamed Road, Daund, Maharashtra 413801, India",18.4610039,74.5790616,Catcalls/Whistles," I was followed by 2-3 guys and they were whistling and calling my name and following me everywhere  
						  More Information »
« Less Information
"
"186, Lane Number 6, Shri Krishna Puram, Danapur Nizamat, Patna, Bihar 801503, India",25.6093239,85.1235252,Commenting," A boy commented on my dressing.  
						  More Information »
« Less Information
"
"Chainpura, Bihar, India",25.1579109,84.9184601,Sexual Invites," One man just asked me would I spend a night with him? And he spoke while I was stuck in a traffic in auto.  
						  More Information »
« Less Information
"
"Jaleshwar Mandir Road, LIC Colony, Jogipur, Kankarbagh, Bankman Colony, Patna, Bihar 800020, India",25.6093239,85.1235252,Ogling/Facial Expressions/Staring," I was going through auto and the guy sitting opposite me was continuously staring me from top to bottom and the made me feel really uncomfortable.  
						  More Information »
« Less Information
"
"Beside RBI, South Gandhi Maidan, Gandhi Maidan Rd, Salimpur Ahra, Golambar, Patna, Bihar 800001, India",25.6109894,85.1301849,Ogling/Facial Expressions/Staring," I was driving my Scooty and suddenly a man on bike came and he was continuously staring me from top to toe as if I was an object.  
						  More Information »
« Less Information
"
"Jawahar Lal Nehru Marg, Lodipur, Patna, Bihar 800001, India",25.6093239,85.1235252,Stalking," Two men stalked me while I was going alone towards auto stand.  
						  More Information »
« Less Information
"
"Near, Chauraha, Boring Rd, Patna, 800001, India",25.6166447,85.1136078,Commenting," While I was going on my scooty, two boys on their bike commented very absurd words.  
						  More Information »
« Less Information
"
"Maharashtra 411031, India",18.67325625,73.7062646847694,Stalking," A man kept following me.. It was scary.. He kept saying something  
						  More Information »
« Less Information
"
"Danapur - Bankipur Rd, Raja Ji Salai, Muradpur, Patna, Bihar 800001, India",25.6093239,85.1235252,Stalking," Boys often comment and stalk when we return home from school  
						  More Information »
« Less Information
"
"Patna College Rd, Patna University Campus, Patna, Bihar, India",25.6093239,85.1235252,Ogling/Facial Expressions/Staring," Boys often comment on girls.  It's common and normal.  
						  More Information »
« Less Information
"
"Alibaug Rd, Dongri, Uttan, Mira Bhayandar, Maharashtra 401106, India",19.2949526,72.8512611,Ogling/Facial Expressions/Staring," We, a group of 6 girls, went for a day to Ocean Hills resort in Uttan, Mumbai for a holiday since it was Gandhi Jayanti. Though we enjoyed the...  
						  More Information »
« Less Information
"
"Unnamed Road, Uttan, Mira Bhayandar, Maharashtra 401106, India",19.2949526,72.8512611,Ogling/Facial Expressions/Staring," Drunk guys kept commenting and staring at us and tried to engage in conversations.  
						  More Information »
« Less Information
"
"Radha Soami Satsang, Karol Bagh, New Delhi, Delhi, India",28.6408204,77.2114592,Touching /Groping," Employee was invited to evening hotel room and was indicate that even if she was married the doctor wouldn't mind it. Doctor married too.  
						  More Information »
« Less Information
"
"Rd Number 3E, New Patliputra Colony, Patliputra Colony, Patna, Bihar 800013, India",25.62681975,85.11029783887045,Commenting," I went to market with my mom.  Suddenly two bikes came,  they snatched the chain of women and passed a very vulgar comment.  
						  More Information »
« Less Information
"
"Mithapur Farm Area, Mithapur, Patna, Bihar, India",25.5895125,85.1351682,Rape / Sexual Assault," When I was in class 8th, someone clicked my picture and misused it and because of that I was abuses by may people.  
						  More Information »
« Less Information
"
"Eco Park 1, Rajbansi Nagar, Patna, Bihar 800015, India",25.6066335,85.1014347,Touching /Groping," I went to washroom and while I was coming back to my family,  suddenly someone groped my breasts and I was terrified,  stunned.  
						  More Information »
« Less Information
"
"Gol Ghar Bus Stop, Ashok Rajpath Rd, Raja Ji Salai, Muradpur, Patna, Bihar 800001, India",25.6093239,85.1235252,Touching /Groping," My friend was returning from school and suddenly one boy came on bike from back and pulled her dupatta.  
						  More Information »
« Less Information
"
"Fraser Rd, Chajju Bagh, Patna, Bihar 800001, India",25.6093239,85.1235252,Catcalls/Whistles," Here commenting is very common. Every other girl is catcalled commented and so on.  
						  More Information »
« Less Information
"
"Jawahar Lal Nehru Marg, Adalatganj, Kidwaipuri, Patna, Bihar 800001, India",25.6093239,85.1235252,Ogling/Facial Expressions/Staring," There are no lights around my hostel and it gets very dark in evening.  And because of this harassment has becomevwry common there.  
						  More Information »
« Less Information
"
"Sardar Patel Path, Sri Krishna Puri, Patna, Bihar 800001, India",25.6093239,85.1235252,Ogling/Facial Expressions/Staring," I often hear comment on my dress,  body on roads.  And somewhere I have learnt to live with it.  
						  More Information »
« Less Information
"
"Dongar Tamasi, Maharashtra, India",20.4234838,80.1349318,Sexual Invites," A GIRL DISTURBED BY BOYS AFTER SCHOOL.  
						  More Information »
« Less Information
"
"Near, Chauraha, Boring Rd, Patna, 800001, India",25.6166447,85.1136078,Touching /Groping," A middle aged man touched me when I was boarding n auto. And I was stunned  
						  More Information »
« Less Information
"
"Eco Park 1, Rajbansi Nagar, Patna, Bihar 800015, India",25.6066335,85.1014347,Stalking," One man stalked me in exo park. He was continuously walking with me.  
						  More Information »
« Less Information
"
"Eco Park 1, Rajbansi Nagar, Patna, Bihar 800015, India",25.6066335,85.1014347,Commenting," I went to park with my friends and one boy commented on my dressing. And I felt so uncomfortable  
						  More Information »
« Less Information
"
"Dongar Tamasi, Maharashtra, India",20.4234838,80.1349318,Sexual Invites," a girl is asking that a boy told her to have sex with him and she refused what should she do?  
						  More Information »
« Less Information
"
"Khasmahal, Mithapur, Patna, Bihar, India",25.5895125,85.1351682,Rape / Sexual Assault," I was in class 5th. I went to a general stores to get something and the shopkeeper told me that the thing which you are looking for is upstairs...  
						  More Information »
« Less Information
"
"Danapur - Bankipur Rd, Raja Ji Salai, Muradpur, Patna, Bihar 800001, India",25.6093239,85.1235252,Sexual Invites," A guy in a car asked me if I would like to spend my night with him?  And I was shocked!  
						  More Information »
« Less Information
"
"Chakkarpur Gurugram Jyoti Market, Shop No 07, Gurugram, Haryana 122002, India",28.4646148,77.0299194,Stalking," I booked a cab fro mg road metro station. When the cab arrived there were already other people seated in the cab although I booked an uber go...  
						  More Information »
« Less Information
"
"17E, Sector 17, Chandigarh, India",30.7400652,76.7825889,Poor / No Street Lighting," no light  
						  More Information »
« Less Information
"
"Ramayan Nagar, Ulhasnagar, Maharashtra 421002, India",19.19381615,73.19143234839959,Ogling/Facial Expressions/Staring," They were stalking  
						  More Information »
« Less Information
"
"Gandhi Maidan Rd, Muradpur, Patna, Bihar 800001, India",25.6093239,85.1235252,Ogling/Facial Expressions/Staring," One boy was staring me from top to toe  and I got very uncomfortable  
						  More Information »
« Less Information
"
"Bailey Rd, MLA Colony, Raja Bazar, Indrapuri, Patna, Bihar 800014, India",25.624691650000003,85.1013810091053,Touching /Groping," I was going to somewhere by m auto and a man sitting besides me touched my private part. I felt so bad and disrespected.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Taking pictures," A boy kicked me on my buttocks.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Commenting," A group of boys commented on me.  
						  More Information »
« Less Information
"
"Raja Bazar Bus Stop, बेली रोड, राजा बाज़ार, Indrapuri, Patna, 800014, India",25.624691650000003,85.1013810091053,Touching /Groping," One morning I was going to my college by an auto.  And the person sitting besides me was very weird because he was elbowing me continuously...  
						  More Information »
« Less Information
"
"Sardar Patel Marg, Veerchand Patel Road Area, Patna, Bihar 800015, India",25.6093239,85.1235252,Commenting," I was sitting in eco park and boys commented on my dressing.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Taking pictures," A man was trying to click my picture when I was in the park.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Taking pictures," A man was taking my picture when I was in the park.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Stalking," I saw some boys were stalking girls where there was no light.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Commenting," Some boys were commenting on me and my friends.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Stalking," A boy was stalking me in the park.  
						  More Information »
« Less Information
"
"Lahori Gate, Patiala, Punjab 147001, India",30.3295605,76.4127819,Indecent exposure," I went to a food joint with my friends in the evening. Outside, a man indecent exposed himself to me.  
						  More Information »
« Less Information
"
"Kamachcha, Sigra, Varanasi, Uttar Pradesh 221010, India",25.3112567,82.9852117,Touching /Groping," I was too young to even realise that what was happening to was wrong. My elder cousin brother use to tell me that it's just a game and a part...  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Commenting," A boy was passing cheap comments.  
						  More Information »
« Less Information
"
"Global Foundries, Manyata Tech Park Road, Manyata Residency, Manayata Tech Park, Thanisandra, Bengaluru, Karnataka 560045, India",13.0450945,77.6265054,Ogling/Facial Expressions/Staring," Mr Roshan Kumar, Member of Technical Staff at Global Foundries has been a nightmare for working women. Groping in name of something else, sexual...  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Catcalls/Whistles," Some boys were whistling when I was in the park.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Catcalls/Whistles," A boy was whistling when I was sitting with my male friend in the park.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Taking pictures," A boy clicked my pictures and later when I saw him clicking, asked him, he started to abuse me  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Commenting," A group of boys commented on me and my friend and were trying to click our pictures.  
						  More Information »
« Less Information
"
"Fraser Road Area, Patna, Bihar 800001, India",25.6093239,85.1235252,Ogling/Facial Expressions/Staring," I saw a man staring at a college girl so intensely that I felt uncomfortable. He was literally scanning that girl.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Commenting," An old age man asked me for having sex  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Commenting," A man asked me to go on a drive with him  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Touching /Groping," A middle aged man tried to touch my private part.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Commenting," A boy was passing cheap comments on me.  
						  More Information »
« Less Information
"
"Building, Chriyantand, Mithapur, Patna, Bihar 800001, India",25.5895125,85.1351682,Rape / Sexual Assault," When I was 10 years old, my friend\'s father molested me continuously for 1 month on the name of teaching.  
						  More Information »
« Less Information
"
"Fraser Road Area, Patna, Bihar 800001, India",25.6093239,85.1235252,Commenting," A guy commented on me and my two friends.He said that come sit in my car and have fun with me tonight.  
						  More Information »
« Less Information
"
"Kirormal College, Delhi School Of Economics, University Enclave, Delhi, 110007, India",28.6138954,77.2090057,Ogling/Facial Expressions/Staring," Two men on motorcycle made kisisng sounds while me and my sister were going for a walk  
						  More Information »
« Less Information
"
"North Patel Nagar, Adarsh Colony, North Shastri Nagar, Patna, Bihar, India",25.617541,85.0999473,Stalking," One boy stalked and commented on me  
						  More Information »
« Less Information
"
"AG Colony, Patna, Bihar 800025, India",25.6182042,85.0919009,Commenting," When I was going to market, two boys commented very vulgar words on me.  
						  More Information »
« Less Information
"
"North Patel Nagar, Adarsh Colony, North Shastri Nagar, Patna, Bihar, India",25.617541,85.0999473,Commenting," A group of boys commented on me  
						  More Information »
« Less Information
"
"Pakuali, Bihar, India",25.6440845,85.906508,Commenting," A boy often asks me name and number on my way to school.  
						  More Information »
« Less Information
"
"Chainpura, Bihar, India",25.1579109,84.9184601,Stalking," I went with my friends to water park and there a group of boys stalked and commented us.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Taking pictures," Group of boys were trying to click pictures of me and my friends  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Commenting," A group of boys commented on me and my friend  
						  More Information »
« Less Information
"
"Pakuali, Bihar, India",25.6440845,85.906508,Catcalls/Whistles," A boy stalks  me and whistles  
						  More Information »
« Less Information
"
"Rajasthan 341518, India",26.4563076,74.62795673132572,Ogling/Facial Expressions/Staring," Dropping my husband to the bus station after 10pm when i was returning back to my residence..followed & stalked by 2boys on a vehicle.  
						  More Information »
« Less Information
"
"Dongar Tamasi, Maharashtra, India",20.4234838,80.1349318,Sexual Invites," A girl had sex with a boy and got infected with HIV/AIDS but do not want to inform her parents  
						  More Information »
« Less Information
"
"73, Palika Bazaar Rd, Rajeev Chowk, Connaught Place, New Delhi, Delhi 110001, India",28.6314022,77.2193791,Touching /Groping," In the common compartment of a very crowded metro, an old man groped me.  
						  More Information »
« Less Information
"
"Pakuali, Bihar, India",25.6440845,85.906508,Stalking," When I go for my tuition then a group of 4-5 boys stalks me, whistles at me. Sings vulgar songs, winks at me and many a times pull my duppata...  
						  More Information »
« Less Information
"
"North Patel Nagar, Adarsh Colony, North Shastri Nagar, Patna, Bihar, India",25.617541,85.0999473,Stalking," I was stalked and commented by two boys  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Taking pictures," a middle age man was trying to take my picture in the park  
						  More Information »
« Less Information
"
"BSEB Colony, Rajbansi Nagar, Patna, Bihar 800029, India",25.6066335,85.1014347,Chain Snatching / Robbery," Chain snatching is common during day time.  
						  More Information »
« Less Information
"
"SICKANAGAR, Vitthalbhai Patel Rd, Charni Road East, Sikka Nagar, Khetwadi, Sicka Nagar, Mumbai, Maharashtra 400004, India",18.9733536,72.82810491917377,Stalking," It was around 9 pm in the night and i was returning home. Walking on the footpath i realize a guy was following me closely, i was on a phone...  
						  More Information »
« Less Information
"
"Baba Chowk Bus Stand, Baba Chowk, Keshri Nagar, Patna, Bihar 800024, India",25.6198921,85.0970184,Ogling/Facial Expressions/Staring," I was going for my tuition classes. On my boy one boy stared me and my body in such a way that it made me very awkward and ashamed  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Taking pictures," A boy was trying to click my picture.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Stalking," A boy was stalking me, when I was in park with my friends.  
						  More Information »
« Less Information
"
"BSEB Colony, Rajbansi Nagar, Patna, Bihar 800029, India",25.6066335,85.1014347,Indecent exposure," Man was showing his private part.  
						  More Information »
« Less Information
"
"Virat Complex, Near Krishna Appartment, Main Boring Rd, Anandpuri, Patna, Bihar 800013, India",25.6093239,85.1235252,Ogling/Facial Expressions/Staring," Boys ogle or stares every girl in such a way that it makes us uncomfortable. But we don't do anything  
						  More Information »
« Less Information
"
"Sri Krishna Puri, Patna, Bihar, India",25.6093239,85.1235252,Ogling/Facial Expressions/Staring," A boy often stares me on my way to coaching but I never actually gave him notice. However many a times he comments as well.  
						  More Information »
« Less Information
"
"AG Colony, Patna, Bihar 800025, India",25.6182042,85.0919009,Catcalls/Whistles," One boy catcalled me with few names like chhamakchallo and chhamiya  
						  More Information »
« Less Information
"
"Fraser Road Area, Patna, Bihar 800001, India",25.6093239,85.1235252,Catcalls/Whistles," I saw a guy commenting and making catcalls to two girls.  
						  More Information »
« Less Information
"
"Shivtirtha, Shivajinagar, Pune, Maharashtra 411004, India",18.532248199999998,73.84990967997429,Ogling/Facial Expressions/Staring," Around fc road boys were looked with the bad intentions.They looked to her breasts many times. It feels very uncomfortable. It happens frequently.  
						  More Information »
« Less Information
"
"A-1, JP Road, Sahayog Nagar, Bhudargarh Colony, Andheri West, Mumbai, Maharashtra 400053, India",19.1295027,72.8237765,Indecent exposure," i was walking back home from the metro station and a boy flashed at me.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Commenting," A boy commented on my waist  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Commenting," Boys were making sounds of moaning and were continuously starting on me and my friends  
						  More Information »
« Less Information
"
"Fraser Road Area, Patna, Bihar 800001, India",25.6093239,85.1235252,Ogling/Facial Expressions/Staring," A group of men were staring at me and my friends in such a way that I felt so uncomfortable and was regretting why haven\'t I wore duppata  
						  More Information »
« Less Information
"
"Hakikatpur, Bakhtiyarpur, Bihar 803212, India",25.4586233,85.5369022,Touching /Groping," An old age man try to touch my private body part  
						  More Information »
« Less Information
"
"BSEB Colony, Rajbansi Nagar, Patna, Bihar 800029, India",25.6066335,85.1014347,Chain Snatching / Robbery," Chain snatching is common in this area during 12 pm to 4 pm.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Commenting," A man asked me to go with him and have fun.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Touching /Groping," A boy intentionally hit me on my chest and when I scolded him, he refused and started blaming me.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Commenting," A boy commented on my body.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Touching /Groping," When I was waiting in ticket line, one man intentionally touched me from back.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Commenting," A boy commented on my body type and dress in such a absurd way that I felt humiliated and started crying  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Commenting," A boy abused me for no reason and when I asked, he started to shout  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Commenting," A boy asked me for my number  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Commenting," A boy commented on me and my friend  
						  More Information »
« Less Information
"
"Kondhwa, Pune, Maharashtra, India",18.4779905,73.8940627,Indecent exposure," An old man on a scooter, standing at a junction and exposing himself to all passing by.  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Stalking," A group of boy was stalking me.  
						  More Information »
« Less Information
"
"Maurya Lok,  Patna, Bihar 800001, India",25.6095266,85.1343546,Commenting," A group of boys commented on me and my sister about what we wore  
						  More Information »
« Less Information
"
"Kamla Nehru Ridge, Civil Lines, Delhi, India",28.68077155,77.21541633251758,Ogling/Facial Expressions/Staring," Two young boys tried to grab my sister when she went here for running at around 7 pm. This was in 2011. Since there was no one there, one boy...  
						  More Information »
« Less Information
"
"Maurya Lok Complex , Patna, Bihar 800001, India",25.6095266,85.1343546,Ogling/Facial Expressions/Staring," An old man started singing vulgar song staring at me continuously  
						  More Information »
« Less Information
"
"Kaushalya Residency Apartment, Tarkeshwar Path, Boring Rd, Pandooi Kothi, Patna, Bihar 800001, India",25.6093239,85.1235252,Indecent exposure," A middle aged man was showing me and my friend his private part  
						  More Information »
« Less Information
"
"BSEB Colony, Rajbansi Nagar, Patna, Bihar 800029, India",25.6066335,85.1014347,Taking pictures," Group of boys were trying to take pictures of mine  
						  More Information »
« Less Information
"
"Bihar 844503, India",25.16729025,85.55023975864606,Indecent exposure," A man was touching his private parts while looking g at a girl.  And that made me really uncomfortable  
						  More Information »
« Less Information
"
"Unnamed Road, Fraser Road Area, Patna, Bihar 800001, India",25.6093239,85.1235252,Stalking," Two boys stalked me till I didn't find any auto.  
						  More Information »
« Less Information
"
"Krishna Tower, Subhash Chowk, JP Colony, Hajipur, Bihar 844101, India",25.6905702,85.2090351,Commenting," I was returning from bank and ghee were two more girls.  Suddenly n auto passed and they spoke such vulgar words to those two girls.  
						  More Information »
« Less Information
"
"Pakuali, Bihar, India",25.6440845,85.906508,Commenting," Often boys comment on girls. They throw their their numbers written on a paper  
						  More Information »
« Less Information
"
"Chainpura, Bihar, India",25.1579109,84.9184601,Commenting," We were enjoying water games and there was a group of boys who were touching girls by any means every now and then. They were shouting,  passing...  
						  More Information »
« Less Information
"
"Maurya Lok Complex, Patna, Bihar 800001, India",25.6095266,85.1343546,Commenting," A group of boys abused me with vulgar words  
						  More Information »
« Less Information
"
"Rajbansi Nagar, Patna, Bihar, India",25.6066335,85.1014347,Commenting," A boy commented on my dress  
						  More Information »
« Less Information
"
"Pakuali, Bihar, India",25.6440845,85.906508,Stalking," A boy asked for my number and when I didn\'t replied anything then he started to stalk me  
						  More Information »
« Less Information
"
"Bhekavali, Maharashtra, India",18.9068356,75.6741579,Touching /Groping," when i was travelling from Mahabaleshwar to Bhekavali. i sat to the front side next to the jeep. the jeep was very crowded and there was a girl...  
						  More Information »
« Less Information
"
"Bhekavali, Maharashtra, India",18.9068356,75.6741579,Sexual Invites," an old man in out village talks women using double meaning words. he give me sexual invited many times. and commented on my body parts  
						  More Information »
« Less Information
"
